,filename,uuid,duration,zero_crossing_rate,tempo,dynamic_range,rms_mean,rms_std,harmonic_rms,percussive_rms,spectral_centroid_mean,spectral_centroid_std,HPR,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,chroma_stft_mean,chroma_stft_std,chroma_cens_mean,chroma_cens_std,spectral_contrast_mean,spectral_contrast_std,spectral_flatness_mean,spectral_flatness_std,mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std
10,af918a47-02af-4064-ac69-c46732d17496,af918a47-02af-4064-ac69-c46732d17496_10,1.2229931972789116,0.03370983195754717,117.45383522727273,23.800276314043543,10855.705,5268.2075,10311.155,864.8004,763.0286285810587,102.29841096412092,0.9781874265569918,1200.6200009079564,230.91783482101684,819.6837227299528,431.3949502758514,0.18397817,0.31822225,0.17197804940989822,0.23185530801450274,23.014570063633695,8.394344342065454,4.696044e-05,7.597266e-05,742.47363,61.518795,112.048386,20.97201,15.082097,21.905228,45.005177,7.4426546,15.015398,14.835402,9.062332,8.385612,-6.2960873,13.045048,-6.0220957,12.210585,-3.6635396,12.555333,-2.4599776,8.182004,-3.7114854,6.517334,-7.1058145,7.3948145,1.1616946,3.8569286,15.194907,13.1498785,25.072157,19.594318,23.280792,15.189778,20.323997,13.188841,9.826059,13.421358,-4.0746727,18.973503,-11.617641,12.881067
11,50215fcf-3c51-4eeb-9514-d7909dee4508,50215fcf-3c51-4eeb-9514-d7909dee4508_0,1.7639909297052154,0.10997892680921052,135.99917763157896,8.22865625823556,4023.9963,823.3381,2890.0952,1551.9496,2562.136921247558,485.06104623264554,1.084692855880794,2541.8115625452992,231.48985662372178,5738.173635382402,767.339173057895,0.36937985,0.2830674,0.2771580452564346,0.08072639768356756,21.550049144220498,9.543444222018652,0.0073656603,0.004725158,903.0119,28.985556,78.19114,17.246443,6.0051737,15.359234,66.384,7.252395,-14.556201,5.194458,37.42817,6.7962637,-15.796044,6.8864465,28.086178,7.806592,-12.900522,10.892633,15.846866,10.924842,-11.478498,9.21149,19.238714,7.4452596,-8.783912,12.325951,1.1674589,9.73077,-9.820381,7.5295672,15.332036,7.4713006,-2.6648278,8.54736,0.058592778,4.7986474,-1.5335877,9.871656,9.088654,10.47934
12,50215fcf-3c51-4eeb-9514-d7909dee4508,50215fcf-3c51-4eeb-9514-d7909dee4508_1,1.7639909297052154,0.08186420641447369,135.99917763157896,5.184411912396797,4468.5312,798.1006,3370.3428,1518.3026,2157.78989616971,348.3568953150881,1.109424114821185,2356.4710091494935,192.88253560240804,5022.902960526316,631.6694037424041,0.36649397,0.28903788,0.2744109678207335,0.0896211697815963,22.13596230722565,8.996846684848032,0.0041882815,0.0027003887,900.94415,26.619856,90.58678,13.839238,-1.2132416,11.036015,72.57672,5.3722725,-10.161064,7.6994042,41.035107,4.2219296,-7.660134,6.2725754,23.059835,5.704512,-17.29017,5.8156857,8.822184,7.123123,-19.670254,6.0356183,13.376327,10.442133,-1.999078,11.598496,7.840885,8.630569,-8.56054,7.619608,14.64185,13.4818535,1.0687834,13.1098385,1.1436366,5.8911734,-5.103686,9.83409,-0.43388206,8.994371
13,50215fcf-3c51-4eeb-9514-d7909dee4508,50215fcf-3c51-4eeb-9514-d7909dee4508_2,1.7639909297052154,0.07595985814144737,135.99917763157896,6.8898215495783575,4526.8813,646.58545,3522.391,1483.3182,2125.3493582242927,331.5050389197715,1.100052690123529,2351.678523806246,180.79305385484363,4993.436472039473,627.589579689175,0.33247146,0.30348277,0.2712050663525441,0.09889967299261145,22.143387952503698,9.097526578094174,0.0039902055,0.0031378919,897.79224,25.027294,90.07143,10.908824,-2.1689079,10.019492,72.45237,7.179795,-9.155998,6.1061172,42.900307,4.614781,-7.318466,5.1954427,24.033503,4.357478,-18.334883,5.927353,6.033962,5.7382445,-25.12771,5.8259344,10.063975,6.5701327,-6.8265615,9.1787,2.243831,8.735357,-10.396472,8.8848095,19.70819,8.433657,7.3891377,7.9482393,6.265507,8.637496,0.094653696,11.840848,2.3228366,9.008792
14,50215fcf-3c51-4eeb-9514-d7909dee4508,50215fcf-3c51-4eeb-9514-d7909dee4508_3,1.7639909297052154,0.05994294819078947,135.99917763157896,5.080538247454825,4789.845,690.24695,3449.7727,1790.3969,1884.0723642196397,366.6629867798513,1.0795202637412606,2245.610046659811,203.5441744764649,4580.19730417352,726.23055196318,0.3635503,0.3047219,0.27647762764086126,0.08302683149087774,20.952636466803522,8.888964272375969,0.0029938058,0.0025689607,893.4109,27.601738,98.464005,12.507095,-3.9252203,8.895144,74.70843,6.972677,-3.8398454,7.2382445,43.13749,6.044647,-5.5310836,6.2236695,27.516954,6.7918243,-13.989657,6.417753,5.8528714,4.755084,-23.306784,5.7764387,7.3211493,4.822659,-5.2856607,5.991082,-0.21664627,5.7011857,-17.315214,4.4429307,9.266736,5.0656314,-2.5551732,5.6281037,-3.6469152,7.137594,-3.4474874,7.408165,4.7382073,6.672533
15,50215fcf-3c51-4eeb-9514-d7909dee4508,50215fcf-3c51-4eeb-9514-d7909dee4508_4,1.7640362811791384,0.08052785773026316,135.99917763157896,5.412543947780591,5023.7334,692.83984,3554.1123,1951.0479,2315.2315119051054,581.4233507190015,1.0482813206693804,2515.2634496450964,220.87874495577103,5501.8750642475325,824.7572126669027,0.3093174,0.2863839,0.26955259355739225,0.10331859774414595,21.56317156382094,9.556125658260772,0.0054903496,0.004799173,910.157,32.956203,84.35847,15.627882,7.0466847,10.693466,65.43035,6.983625,-5.831439,7.15318,43.254147,5.310821,-9.3709135,6.889486,28.360315,4.689343,-20.560192,4.703756,8.329877,5.6441455,-25.203981,5.9407983,9.234295,7.020409,-6.8015876,5.48591,0.88991797,6.1900644,-15.634127,6.1517754,10.743065,6.2901063,-2.389319,4.7316456,-1.0190672,6.6302686,-1.9089962,9.229845,8.865008,7.9778056
16,50215fcf-3c51-4eeb-9514-d7909dee4508,50215fcf-3c51-4eeb-9514-d7909dee4508_5,1.7639909297052154,0.08943899054276316,129.19921875,6.821744262956315,4559.347,796.1639,3472.6323,1631.9641,2408.3487217859897,374.5314131509732,1.0882852292020373,2561.3313403305856,195.9294258277461,5722.873727898848,675.9474680090334,0.41691938,0.29158425,0.26318831432366374,0.11859698367497257,22.03813694487286,9.771021200507949,0.0051900484,0.0033020335,898.169,35.643013,78.3125,13.559312,11.750211,9.769213,64.39458,9.114555,-11.03789,5.732923,42.243404,7.3487215,-8.263629,5.845011,39.13243,11.34275,-4.557176,13.947065,14.795647,6.1632876,-26.61719,5.6250887,-1.2777965,11.9904375,-11.086189,7.064547,10.610898,10.989465,-8.317223,8.516067,10.709446,5.705031,0.01567178,6.1474705,-0.35386348,6.4745483,-19.866985,11.206511,-4.2475963,13.488392
17,50215fcf-3c51-4eeb-9514-d7909dee4508,50215fcf-3c51-4eeb-9514-d7909dee4508_6,1.7639909297052154,0.0982666015625,135.99917763157896,4.023030701551193,4173.197,633.48157,3159.1997,1517.8618,2282.383123370255,343.23672847557134,1.0474180304169316,2342.3755215658225,175.04141625704887,5125.469006990132,602.8003902701054,0.398346,0.29188356,0.2731845934054997,0.093292610957166,21.759749737209766,9.374200973241656,0.0052031614,0.0036455474,904.9013,31.20411,87.22474,14.121028,-17.35732,12.499283,60.299175,9.655177,-8.239201,9.469124,45.480892,5.266412,-7.5742073,7.230357,35.613922,7.9753284,-7.368479,8.031666,20.152552,9.388541,-15.234216,9.8957815,9.53178,15.908454,-9.777194,11.32112,6.5275702,7.6521907,-12.97929,10.365067,11.452515,8.304708,-0.040620867,6.5348315,-0.22470379,5.6833034,-10.143123,8.622642,0.5145181,11.851222
18,50215fcf-3c51-4eeb-9514-d7909dee4508,50215fcf-3c51-4eeb-9514-d7909dee4508_7,1.7639909297052154,0.11385305304276316,135.99917763157896,7.122859720601184,4178.954,619.5103,3240.343,1408.7458,2320.5619039832636,242.2674203018208,1.11300171933361,2254.3644107278633,146.29637199657267,5058.319413034539,430.2520093145228,0.33064055,0.30392814,0.26679630477755156,0.11024094108078515,22.272552119419593,9.19102984597253,0.0053858026,0.0032997422,916.2117,22.584755,87.14579,11.595035,-28.40817,9.687585,59.400898,10.304298,-6.3020654,7.6972218,51.95509,4.9488807,-5.276736,5.414462,29.81797,7.064694,-17.931276,7.036754,1.91668,5.3487983,-21.080563,7.0237513,23.983973,8.766795,4.33269,6.456449,11.187401,6.2857327,-13.489899,7.706458,12.872368,9.345738,-3.3048768,7.081568,-1.676625,7.5648427,-3.8933446,8.667444,0.4835574,7.124365
19,50215fcf-3c51-4eeb-9514-d7909dee4508,50215fcf-3c51-4eeb-9514-d7909dee4508_8,1.7639909297052154,0.095458984375,135.99917763157896,4.398692445408614,4211.4814,476.32916,3194.8416,1626.0469,2177.7513420509003,290.46068747443115,1.0191216522923285,2175.72764602466,174.9845443506652,4694.23828125,552.2128187031303,0.4425413,0.2959497,0.258757138185883,0.12797686029585656,21.991560474115186,8.844951017662124,0.00448758,0.0031103063,913.06146,22.644974,93.66888,14.351527,-29.169992,10.172087,59.169807,9.513356,-8.31408,6.953952,48.15144,5.001333,-2.8539886,6.184622,30.64076,4.7571836,-6.4082074,5.1005936,9.407818,7.563883,-22.391466,6.03085,10.468897,6.6493745,-4.0951247,7.4010634,3.5928798,7.884789,-14.054645,5.86313,15.183298,7.1837783,6.289397,11.040288,6.040733,9.736149,-1.9688317,9.755399,-3.0094151,9.636707
20,50215fcf-3c51-4eeb-9514-d7909dee4508,50215fcf-3c51-4eeb-9514-d7909dee4508_9,1.7640362811791384,0.1120348478618421,135.99917763157896,6.250540700068257,4182.384,613.0427,3118.4446,1740.8557,2437.4427751719995,289.3900337128982,1.0222008812563552,2302.289633181973,185.96512753962372,5182.843660053454,528.3462993288197,0.40230888,0.29469466,0.26856271348446475,0.10586501905348457,22.589927277976997,8.725114336049065,0.005879514,0.0030369866,911.89813,24.74513,77.81408,12.993718,-24.493912,14.387077,63.276375,8.477911,-5.1900754,7.0878377,43.551952,4.100782,-12.933784,6.948417,27.734596,6.661766,-5.7688737,10.182638,18.435432,13.006664,-11.636173,10.772286,15.274231,9.138946,-13.706611,13.480176,-2.357536,9.344205,-13.17516,6.674761,13.046616,8.202568,-6.854809,9.934951,-4.866086,6.4358115,-3.432206,12.961494,6.6580324,12.696847
21,50215fcf-3c51-4eeb-9514-d7909dee4508,50215fcf-3c51-4eeb-9514-d7909dee4508_10,1.7639909297052154,0.08509585731907894,103.359375,4.6279561127281,4694.9863,564.8645,3450.926,1730.0817,2175.5582939973824,355.4799769186555,1.0898339777120765,2290.10877910706,226.73008781271227,4980.54488332648,761.6465545085154,0.41512096,0.29327542,0.2766973774723566,0.08229152224411426,21.28956630490254,9.237277619537023,0.0051380275,0.0033592156,920.36865,23.832067,94.75332,14.771275,-18.66945,13.313337,64.53085,9.245562,-5.408534,4.975297,46.032665,4.6252027,-13.698536,5.430064,26.60438,5.7935224,-15.042511,6.6816196,5.6147895,6.5007677,-23.459986,6.6467147,12.914604,7.753412,-2.0900118,6.583269,4.9976945,6.0455194,-13.32231,5.5594687,11.7954645,6.214414,-0.84215766,5.3485065,-2.0268955,6.7881403,-6.535246,6.3465405,2.893901,6.7244925
22,50215fcf-3c51-4eeb-9514-d7909dee4508,50215fcf-3c51-4eeb-9514-d7909dee4508_11,1.7639909297052154,0.08440840871710527,135.99917763157896,6.502748192054753,4500.6157,596.8145,3262.931,1727.9164,2110.301679042364,306.43588018688786,1.0825120330048132,2241.2496588695158,158.51519822592672,4773.1461374383225,577.4410156678888,0.40771267,0.2888048,0.2784944455289555,0.07598800657243848,20.826563740717102,9.386603676296795,0.0050505823,0.0025602172,922.0158,21.263279,97.650505,10.879717,-18.89191,8.551283,68.37248,5.2096176,-4.165476,6.2203326,44.283398,4.926587,-9.764087,5.1636195,26.322355,4.8413286,-16.828514,4.9616055,1.5964813,5.2320895,-25.031725,4.3545775,12.012318,5.3489814,-3.1854317,7.330134,5.339616,5.916635,-13.776809,5.4888926,14.169694,5.5508895,0.88751835,6.747878,-1.5839698,5.4632225,-4.7679667,4.805368,5.265001,4.7577558
23,50215fcf-3c51-4eeb-9514-d7909dee4508,50215fcf-3c51-4eeb-9514-d7909dee4508_12,1.7639909297052154,0.07984040912828948,135.99917763157896,4.711531544819621,4705.667,535.98114,3327.1047,1782.6466,2118.4372378239395,293.1152870492186,1.05875042368094,2306.5722395084217,168.3421643697675,4964.536646792763,558.3699271578631,0.3645652,0.2944366,0.27155644026815356,0.09793075656923148,21.173972732432034,9.328942370383386,0.00468731,0.0031370695,919.3693,22.062445,95.09998,10.5458145,-13.42611,10.070924,66.22126,6.382536,-3.05942,6.3020973,45.964123,5.0393405,-8.5948515,6.8992567,28.2219,6.303423,-19.38509,4.532048,2.1846678,6.1808095,-26.518381,5.342261,9.530246,7.2035947,-5.18733,8.310427,4.9892898,6.879308,-15.101016,4.861714,12.946213,5.6919155,0.6528497,6.605359,3.0341709,5.907457,-3.264594,5.9284477,6.531924,6.2184873
24,50215fcf-3c51-4eeb-9514-d7909dee4508,50215fcf-3c51-4eeb-9514-d7909dee4508_13,1.7639909297052154,0.09956440172697369,135.99917763157896,6.948391999775453,4464.717,681.0722,3231.0315,1734.8958,2390.619909318445,311.1244408652531,1.0931945743685687,2405.8101174438757,175.43664650382317,5389.817408511513,620.3264197940396,0.41025168,0.28143162,0.2756509179557358,0.08573158556502698,21.97635507544287,9.501675674733795,0.006593184,0.0032629953,924.52686,24.20176,83.0865,11.496156,-11.924726,9.813938,64.19468,8.242868,-3.9951365,5.5799413,44.320023,5.467209,-9.847271,9.004864,29.002356,5.1142135,-20.07253,4.4785285,1.566437,6.997562,-25.608152,7.5019403,13.968114,5.9939675,1.6433215,7.730918,8.3372755,6.2110353,-14.6460085,6.6909857,13.726356,7.566432,4.082586,8.371482,3.738826,9.937564,-2.331656,9.221889,4.262598,7.6432433
25,50215fcf-3c51-4eeb-9514-d7909dee4508,50215fcf-3c51-4eeb-9514-d7909dee4508_14,1.7640362811791384,0.09761127672697369,135.99917763157896,3.627340208163332,4306.5327,647.7073,2898.43,1669.1411,2235.8914024091414,280.15787889072976,1.083917288914417,2318.4963348154142,192.08445057661686,5058.4610788445725,644.2379617328223,0.4734333,0.27091303,0.2805217798161703,0.06812388995133348,20.863406533786694,9.721001528804516,0.0066503733,0.004023252,929.7186,19.15568,96.26249,11.502581,-18.93806,9.198588,63.033863,5.9860845,-8.124753,6.192192,42.54159,6.6855793,-8.066678,5.4060354,32.204872,6.16482,-19.047571,4.250543,6.2745094,5.3120213,-26.568783,4.857068,9.390808,6.1128798,-5.6029367,6.5331564,4.426271,6.4760704,-18.05578,3.915746,8.825239,4.8831754,-3.9291298,6.3091607,-5.8812003,4.4793153,-7.523326,4.126141,7.089321,5.092253
26,50215fcf-3c51-4eeb-9514-d7909dee4508,50215fcf-3c51-4eeb-9514-d7909dee4508_15,1.7639909297052154,0.10329075863486842,135.99917763157896,6.5727193687623355,4558.6943,774.5126,3123.214,1840.6553,2543.230942487147,613.6070545124558,1.0596532970768184,2551.038251112962,255.3120942160544,5710.265470805921,947.1064524759663,0.43207923,0.27668628,0.25375532491524905,0.1376283706598669,20.927007506667213,9.952004591259207,0.009508819,0.0067532575,930.22687,25.845419,82.81015,17.940987,0.54276174,11.763454,58.82661,8.935803,-5.732767,7.2318783,43.155483,6.5335474,-12.11701,8.286067,29.803598,5.5864687,-16.501165,4.961207,8.003696,5.7038097,-26.098654,4.1705637,10.589627,6.683848,-8.335264,5.8132133,1.5194417,6.1735487,-18.070055,3.7947757,9.909635,5.876596,-3.3186674,8.35474,-2.2321575,5.155319,-8.272868,4.2349796,12.133403,5.581955
27,50215fcf-3c51-4eeb-9514-d7909dee4508,50215fcf-3c51-4eeb-9514-d7909dee4508_16,1.7639909297052154,0.08494808799342106,135.99917763157896,5.051435274125993,4471.5713,634.84216,3477.5193,1509.1416,2456.831500912689,343.71375412485224,1.094037110430553,2609.2535141042254,153.6099748022322,5835.214715254934,514.5399731729851,0.42110935,0.29044315,0.2646661505659878,0.11526127744353347,22.667203768973327,9.184749791938705,0.0060068853,0.003359317,903.718,30.888363,75.62029,10.744276,5.6805882,11.842496,64.71639,6.629814,-5.0933456,7.959754,47.95696,5.1666217,-7.3593583,3.783167,29.80788,4.424814,-17.63142,4.625069,14.244779,5.6615095,-20.07096,5.432169,13.134198,6.9748316,-8.684002,5.92791,7.06726,5.840715,-10.0421915,5.5899563,15.080106,4.2915688,-2.361063,5.323674,-0.7718277,3.6565313,-10.987323,4.320563,0.5999859,4.226073
